Jassa,S11B01,F,17,J01
Jassa,L10A,F,18,J01
Jassa,SP0654,F,18,J01
Jassa,L10C,F,20,J01
Jassa,SP0654,F,28,J01
Jassa,SP0654,F,29,J01
Jassa,SP0654,F,34,J01
Jassa,SP0654,F,40,J01
Jassa,SP0654,F,41,J01
Jassa,SP0654,F,42,J01
Jassa,SP0654,F,43,J01
Jassa,SP0654,F,47,J01
Jassa,ST0729,F,68,J01
Jassa,ST0729,F,12,J02
Jassa,S11B01,F,20,J03
Jassa,SP0654,F,26,J02
Jassa,SP0654,F,35,J02
Jassa,ST0725,F,44,J02
Jassa,ST0729,F,38,J04
Jassa,ST0725,F,02,J05
Jassa,SW0935,F,21,J05
Jassa,SW0935,F,23,J05
Jassa,SW0933,F,01,J06
Jassa,SW0933,F,04,J06
Jassa,SW0936,F,01,J07
Jassa,SP0654,F,05,J07
Jassa,L10A,F,06,J07
Jassa,SW0937,F,06,J07
Jassa,SP0654,F,08,J07
Jassa,SP0654,F,11,J07
Jassa,SW0943,F,12,J07
Jassa,SW0939,F,17,J07
Jassa,SW0934,F,27,J07
Jassa,SW0937,F,32,J07
Jassa,SW0939,F,32,J07
Jassa,SP0654,F,33,J07
Jassa,L10A,F,36,J07
Jassa,ST0729,F,40,J07
Jassa,SW0935,F,41,J07
Jassa,SW0943,F,41,J07
Jassa,L10A,F,43,J07
Jassa,Godewind,F,30,J08
Jassa,SW0942,F,10,J09
Jassa,SW0940,F,15,J09
Jassa,SW0940,F,26,J09
Jassa,SW0932,F,04,J10
Jassa,SW0936,F,03,J11
Jassa,SW0936,F,04,J11
Jassa,ST0725,F,05,J11
Jassa,SW0936,F,05,J11
Jassa,SW0937,F,05,J11
Jassa,SW0936,F,06,J11
Jassa,ST0729,F,07,J11
Jassa,SW0936,F,07,J11
Jassa,SW0936,F,08,J11
Jassa,ST0725,F,21,J11
Jassa,ST0725,F,34,J11
Jassa,SW0935,F,39,J11
Jassa,L10A,F,42,J11
Jassa,ST0729,F,65,J11
Jassa,SW0937,F,27,J12
Jassa,SW0942,F,02,J13
Jassa,SW0941,F,04,J13
Jassa,SW0942,F,11,J13
Jassa,SW0940,F,12,J13
Jassa,SW0940,F,13,J13
Jassa,SW0940,F,18,J13
Jassa,SW0940,F,19,J13
Jassa,SW0940,F,20,J13
Jassa,SW0942,F,21,J13
Jassa,SW0940,F,23,J13
Jassa,SW0940,F,31,J13
Jassa,SW0940,F,32,J13
Jassa,SW0940,F,40,J13
Jassa,SW0933,F,03,J14
Jassa,SW0933,F,10,J14
Jassa,SW0932,F,11,J14
Jassa,SW0933,F,11,J14
Jassa,SW0932,F,12,J14
Jassa,SW0933,F,12,J14
Jassa,SW0933,F,16,J14
Jassa,SW0943,F,24,J14
Jassa,SW0932,F,28,J14
Jassa,SW0933,F,32,J14
Jassa,SW0932,F,36,J14
Jassa,SW0933,F,38,J14
Jassa,SW0932,F,39,J14
Jassa,SW0932,F,40,J14
Jassa,SW0932,F,45,J14
Jassa,SW0932,F,46,J14
Jassa,SW0932,F,47,J14
Jassa,SW0939,F,13,J15
Jassa,SW0937,F,23,J16
Jassa,ST0729,F,01,J17
Jassa,SW0934,F,01,J17
Jassa,SW0939,F,01,J17
Jassa,SW0940,F,02,J17
Jassa,SP0654,F,02,J17
Jassa,L10A,F,03,J17
Jassa,SW0934,F,03,J17
Jassa,L10C,F,03,J17
Jassa,SP0654,F,04,J17
Jassa,ST0729,F,05,J17
Jassa,ST0725,F,06,J17
Jassa,SW0934,F,06,J17
Jassa,SW0940,F,06,J17
Jassa,SW0942,F,07,J17
Jassa,SP0654,F,07,J17
Jassa,SW0934,F,08,J17
Jassa,SW0942,F,08,J17
Jassa,SW0936,F,09,J17
Jassa,SP0654,F,09,J17
Jassa,SW0932,F,10,J17
Jassa,SW0936,F,10,J17
Jassa,SW0939,F,10,J17
Jassa,SP0654,F,10,J17
Jassa,SW0566,F,10,J17
Jassa,SW0569,F,10,J17
Jassa,SW0936,F,11,J17
Jassa,SW0941,F,11,J17
Jassa,SW0569,F,11,J17
Jassa,L10A,F,12,J17
Jassa,SW0936,F,12,J17
Jassa,SW0937,F,12,J17
Jassa,SW0566,F,12,J17
Jassa,SW0934,F,13,J17
Jassa,SW0936,F,13,J17
Jassa,SP0225,F,13,J17
Jassa,ST0729,F,14,J17
Jassa,SP0654,F,14,J17
Jassa,SW0566,F,14,J17
Jassa,SW0934,F,15,J17
Jassa,SP0654,F,15,J17
Jassa,ST0729,F,16,J17
Jassa,SP0654,F,16,J17
Jassa,SW0934,F,17,J17
Jassa,SW0937,F,17,J17
Jassa,SW0943,F,17,J17
Jassa,SW0566,F,17,J17
Jassa,SW0569,F,17,J17
Jassa,SW0935,F,18,J17
Jassa,SW0566,F,19,J17
Jassa,ST0729,F,20,J17
Jassa,SW0932,F,20,J17
Jassa,SW0569,F,20,J17
Jassa,ST0729,F,21,J17
Jassa,SW0937,F,21,J17
Jassa,SP0654,F,21,J17
Jassa,ST0729,F,22,J17
Jassa,SW0932,F,22,J17
Jassa,SW0939,F,22,J17
Jassa,SP0654,F,22,J17
Jassa,ST0729,F,23,J17
Jassa,SW0932,F,23,J17
Jassa,SW0939,F,23,J17
Jassa,SW0942,F,23,J17
Jassa,SP0654,F,24,J17
Jassa,SW0932,F,25,J17
Jassa,SW0939,F,26,J17
Jassa,SW0942,F,26,J17
